img_no,outlier,anomaly_score
0,False,0.053870016971275636
1,False,0.05719857001227385
2,False,0.019952217791825932
3,False,0.0418794183761681
4,False,0.03181412816000423
5,False,0.04142127999767592
6,False,0.01573219775150342
7,False,0.04024433226236751
8,False,0.043594025891651234
9,False,0.0449603353398752
10,False,0.011225374980759761
11,False,0.023707799737376745
12,False,0.030110117590586405
13,False,0.01218456669739526
14,False,0.024182737155351797
15,False,0.025547858928771372
16,False,0.04987676666973889
17,False,0.0043840391912296495
18,False,0.033864987239027144
19,False,0.020322635365293606
20,False,0.018958719740904018
21,False,0.020313395045740645
22,False,0.015737293241170625
23,False,0.017010133673589056
24,False,0.006811298904598473
25,False,0.000615460295938286
26,False,0.02075957870710865
27,False,0.022389074102425854
28,False,0.00457859129901661
29,False,0.03344875289664678
30,False,0.020355177469358665
31,False,0.03296223874380716
32,False,0.021008194721027607
33,False,0.016296840585755423
34,False,0.014879855831737843
35,False,0.03466362968516662
36,False,0.04806906934884614
37,False,0.027210185489298988
38,False,0.03429569121735454
39,False,0.027393427370131007
40,False,0.045094479146413124
41,False,0.040843419374884504
42,False,0.026611516610550834
43,False,0.029646226922868002
44,False,0.025572450592130036
45,False,0.0460772999663952
46,False,0.029345176198804612
47,False,0.05134557326826222
48,False,0.026926625384917247
49,False,0.041279952425203104
50,False,0.03438401390967488
51,False,0.04146886321729165
52,False,0.047445278987549966
53,False,0.04889184653098205
54,False,0.056941365085051376
55,False,0.04093386169396529
56,False,0.058431643385454146
57,False,0.025420115241224783
58,False,0.03260754295360707
59,False,0.014932840327833374
60,False,0.04654111732866617
61,False,0.04492798294425321
62,False,0.035019369713464865
63,False,0.037978919867351524
64,False,0.018619532460159127
65,False,0.040408915966517855
66,False,0.04664658830313345
67,False,0.02779180789174701
68,False,0.03468597921424443
69,False,0.03916924513450826
70,False,0.033411582546862495
71,False,0.047932172932951544
72,False,0.031310847287525034
73,False,0.030108028618232363
74,False,0.04321069443005804
75,False,0.03661931015744474
76,False,0.034898405422069345
77,False,0.03599086959218589
78,False,0.02968405310391614
79,False,0.05500223162435547
80,False,0.043583412906799346
81,False,0.032095861755140065
82,False,0.02837922284832267
83,False,0.04388007628843832
84,False,0.04459440693157812
85,False,0.030159805440130028
86,False,0.0361877521242463
87,False,0.034622985482752666
88,False,0.0407390271069058
89,False,0.02223123195098986
90,False,0.019913759149903287
91,False,0.03506467849993006
92,True,-0.019564714580990183
93,False,0.02004946797258883
94,False,0.015268655021377975
95,False,0.01437418267086088
96,True,-0.018444100212313908
97,False,0.014365206151415955
98,False,0.001759818268852964
99,True,-0.009068772994482055
100,False,0.005726718350064219
101,True,-0.004924981123616168
102,True,-0.028788327821904214
103,True,-0.026192148132836324
104,False,0.0024517575299475847
105,False,0.010171354049512471
106,False,0.03567250830610741
107,True,-0.004248843847449391
108,False,0.03870171831741054
109,False,0.012873885153730946
110,False,0.017540448168409606
111,False,0.01266972881068723
112,False,0.03364825721259601
113,False,0.019530341096244075
114,False,0.022283547417223604
115,False,0.048448237490746615
116,False,0.0021047616975234384
117,False,0.0382343222293719
118,False,0.02346133168657666
119,False,0.03399191508614696
120,True,-0.00711183104224955
121,False,0.015849889047797605
122,False,0.02610860865069692
123,False,0.04087248420046935
124,False,0.028650200795873826
125,False,0.01951838285277757
126,False,0.03107235547427656
127,False,0.015194018724045133
128,False,0.033546491814401724
129,False,0.0030469425977219244
130,False,0.03635785768061606
131,True,-0.0049112653118935645
132,False,0.03750490194329659
133,False,0.020501914389607412
134,False,0.02795040036521612
135,False,0.04077142601285866
136,False,0.00803627205308316
137,False,0.041901839648108063
138,False,0.023224217520537715
139,False,0.04726485534375485
140,False,0.03472894390309117
141,False,0.057728362512493636
142,False,0.03849975333172373
143,False,0.057373498054746286
144,False,0.05091991457421002
145,False,0.05285645738584921
146,False,0.031197452733563946
147,False,0.05003818213607664
148,False,0.052061311251637155
149,False,0.04224009849764698
150,False,0.04453094897668575
151,False,0.056394748309977205
152,False,0.05747060365975831
153,False,0.06717141420781803
154,False,0.06268767392807811
155,False,0.04857651384284034
156,False,0.026830698060236524
157,False,0.05494544219437403
158,False,0.054584527282813655
159,False,0.038651951937766216
160,False,0.04122006287186747
161,False,0.058611805106832726
162,False,0.035717713402456
163,False,0.045003981250575587
164,False,0.019192301485258523
165,False,0.05518909730541105
166,False,0.03676270339845661
167,False,0.02365792090792518
168,False,0.053333597649735165
169,False,0.056072044417416145
170,False,0.049472844226491564
171,False,0.05438519201720443
172,False,0.04254341516345822
173,False,0.045641225861447254
174,False,0.05011099859933671
175,False,0.04311847042294109
176,False,0.058344214675109474
177,False,0.05397650673122789
178,False,0.0465705031493458
179,False,0.054024041583832894
180,False,0.03840348337912125
181,False,0.04928477806623738
182,False,0.04598014280545315
183,False,0.045500889694315705
184,False,0.03130530458682923
185,False,0.04936853287463938
186,False,0.056581243948434945
187,False,0.028406158541104065
188,False,0.03853653499208087
189,False,0.020679978683039113
190,False,0.045440454401346975
191,False,0.02194469506425678
192,False,0.04551701097631772
193,False,0.028387988444459777
194,False,0.0362983635882817
195,False,0.02942598596187157
196,False,0.04253782636333353
197,False,0.025434818954265248
198,False,0.04451948044039444
199,False,0.051161612465214445
200,False,0.025599161705236628
201,False,0.03195795983965377
202,False,0.015045646013702396
203,False,0.021411572028370685
204,False,0.0013532473411704826
205,False,0.04772506380546482
206,False,0.020328378085133436
207,False,0.03523680040722815
208,False,0.035628560113562524
209,False,0.04151359700404267
210,False,0.014663801466584858
211,False,0.019805704082748232
212,False,0.031940272244229184
213,False,0.019583246852343972
214,False,0.03477298759841252
215,False,0.02846956167160225
216,False,0.04734041917730031
217,False,0.01056071813635806
218,False,0.02205615647107534
219,True,-0.00027328954918703907
220,False,0.008740161594434859
221,True,-0.0012872139292795515
222,False,0.010988721824684744
223,True,-0.0036465299083525693
224,True,-0.009454977262872477
225,False,0.02074984612844427
226,False,0.03606863737262794
227,False,0.026116727625450198
228,False,0.009121153688051886
229,False,0.03444041635204814
230,False,0.0019266691034353078
231,False,0.007297191401205827
232,False,0.011013680529837866
233,True,-0.002985675684986533
234,False,0.02991068481029857
235,False,0.03148342293710532
236,False,0.03534307744002618
237,False,0.01043214727659264
238,False,0.026356242906592164
239,False,0.012028370095619079
240,False,0.03981956136906889
241,False,0.04116583581305677
242,False,0.03493472762988331
243,False,0.05591343542526661
244,False,0.045542339454530345
245,False,0.05105385524756084
246,False,0.06124545676578241
247,False,0.04951716338177081
248,False,0.046752038582448474
249,False,0.046429258165896714
250,False,0.04497015660686332
251,False,0.0368074201378768
252,False,0.03945087589957136
253,False,0.029484542807313607
254,False,0.037628209836186866
255,False,0.04761697359976985
256,False,0.04200072620792911
257,False,0.034952702211951125
258,False,0.02269307737947307
259,False,0.012681837402323759
260,False,0.05161287653115937
261,False,0.04065290603572336
262,False,0.026730533901622833
263,False,0.03375119710053137
264,False,0.012710754757712328
265,False,0.033045351425055436
266,False,0.03335935092427755
267,False,0.031726408115369586
268,False,0.019059156879424333
269,False,0.05096570876058021
270,False,0.03971141515850929
271,False,0.05324494672871277
272,False,0.04335658128307718
273,False,0.04467869455495671
274,False,0.042563955269635634
275,False,0.04308753278933547
276,False,0.05444590964653945
277,False,0.043023719830900975
278,False,0.05905816229697741
279,False,0.04545957525190625
280,False,0.0623660856355161
281,False,0.04125816080314748
282,False,0.0468763070972536
283,False,0.058380627797631424
284,False,0.029741401754112662
285,False,0.028549744998484228
286,False,0.034155737595639946
287,False,0.03173261364407709
288,False,0.04460095200251052
289,False,0.0318882774201274
290,False,0.04967107864644443
291,False,0.0385092090474734
292,False,0.021830648664966923
293,False,0.03978312785141025
294,False,0.025756104778376088
295,False,0.04299314855460773
296,True,-0.01248331971490002
297,False,0.013398659705659455
298,False,0.00786740063371466
299,False,0.011526545825656986
300,True,-0.0018141918503253862
301,False,0.006050674008647006
302,False,0.015688173910651193
303,True,-0.010333230498066448
304,False,0.023021152397046163
305,False,0.0023685608817847204
