img_no,loss
0,0.0184780303388834
1,0.021017344668507576
2,0.01944514736533165
3,0.017864467576146126
4,0.018877103924751282
5,0.019567236304283142
6,0.0165101308375597
7,0.021699152886867523
8,0.019040189683437347
9,0.02011057361960411
10,0.022889064624905586
11,0.019786493852734566
12,0.02068493701517582
13,0.01928885281085968
14,0.020622573792934418
15,0.019080685451626778
16,0.02322876639664173
17,0.017420753836631775
18,0.02196797914803028
19,0.019398106262087822
20,0.02090548351407051
21,0.017181051895022392
22,0.020737536251544952
23,0.020272282883524895
24,0.018959736451506615
25,0.020351402461528778
26,0.01728007197380066
27,0.020857101306319237
28,0.018810592591762543
29,0.021434789523482323
30,0.01744052954018116
31,0.019686108455061913
32,0.01742735132575035
33,0.015742475166916847
34,0.01650117337703705
35,0.01631191186606884
36,0.018092341721057892
37,0.015274589881300926
38,0.018051911145448685
39,0.015599018894135952
40,0.019169623032212257
41,0.017721710726618767
42,0.018464190885424614
43,0.018793050199747086
44,0.018109450116753578
45,0.018268177285790443
46,0.01616789773106575
47,0.017730124294757843
48,0.015467471443116665
49,0.01913529820740223
50,0.01608385145664215
51,0.017091089859604836
52,0.0160567294806242
53,0.01697910949587822
54,0.016416342929005623
55,0.019513707607984543
56,0.01925595849752426
57,0.019005784764885902
58,0.020224858075380325
59,0.020767342299222946
60,0.023036645725369453
61,0.022643884643912315
62,0.022837970405817032
63,0.019753817468881607
64,0.022774936631321907
65,0.021398305892944336
66,0.02247367985546589
67,0.021222637966275215
68,0.02469874732196331
69,0.02875279262661934
70,0.022035742178559303
71,0.02232927829027176
72,0.02039438486099243
73,0.023427316918969154
74,0.019723834469914436
75,0.021278854459524155
76,0.017622370272874832
77,0.017661202698946
78,0.018735606223344803
79,0.01779273711144924
80,0.01803567446768284
81,0.017235886305570602
82,0.018367866054177284
83,0.015705358237028122
84,0.02068914845585823
85,0.01763448677957058
86,0.02157619409263134
87,0.0190020352602005
88,0.02046775072813034
89,0.018291406333446503
90,0.02197566255927086
91,0.019137172028422356
92,0.02058706246316433
93,0.024328742176294327
94,0.02089226245880127
95,0.02382037602365017
96,0.022103367373347282
97,0.024136079475283623
98,0.0199053343385458
99,0.023076821118593216
100,0.02119758166372776
101,0.022301824763417244
102,0.018083466216921806
103,0.01686888560652733
104,0.019063586369156837
105,0.01732322759926319
106,0.019724786281585693
107,0.015285685658454895
108,0.02033049240708351
109,0.015428101643919945
110,0.018062347546219826
111,0.015778718516230583
112,0.016081128269433975
113,0.014180212281644344
114,0.015995992347598076
115,0.016906019300222397
116,0.012788052670657635
117,0.01608983799815178
118,0.013965693302452564
119,0.015090487897396088
120,0.011171516962349415
121,0.014875183813273907
122,0.016850249841809273
123,0.017933934926986694
124,0.013893631286919117
125,0.0136442631483078
126,0.01557178795337677
127,0.016890309751033783
128,0.01853954792022705
129,0.014133764430880547
130,0.017145687714219093
131,0.014735017903149128
132,0.01813260279595852
133,0.017280621454119682
134,0.018594827502965927
135,0.016428876668214798
136,0.014826903119683266
137,0.01769585907459259
138,0.015669677406549454
139,0.01868584379553795
140,0.017578382045030594
141,0.023609627038240433
142,0.0164637453854084
143,0.01895236037671566
144,0.017064975574612617
145,0.01573568768799305
146,0.015873698517680168
147,0.015848031267523766
148,0.01700398325920105
149,0.015919065102934837
150,0.01819588989019394
151,0.015060068108141422
152,0.019780874252319336
153,0.020148061215877533
154,0.023106494918465614
155,0.018061233684420586
156,0.023636074736714363
157,0.02175609953701496
158,0.024022579193115234
159,0.026295281946659088
160,0.024996526539325714
161,0.030388763174414635
162,0.03625935688614845
163,0.042777448892593384
164,0.026054946705698967
165,0.023607369512319565
166,0.020531445741653442
167,0.02541046217083931
168,0.021526489406824112
169,0.022125106304883957
170,0.02236703410744667
171,0.025026053190231323
172,0.024272533133625984
173,0.02148856408894062
174,0.02520139142870903
175,0.024150561541318893
176,0.028421305119991302
177,0.02035733312368393
178,0.02063312567770481
179,0.023188546299934387
180,0.020747575908899307
181,0.022032398730516434
182,0.02129221148788929
183,0.022178295999765396
184,0.019047396257519722
185,0.02374079078435898
186,0.021204428747296333
187,0.02633722871541977
188,0.021899214014410973
189,0.022841360419988632
190,0.02088303305208683
191,0.02044844627380371
192,0.022546688094735146
193,0.02292286418378353
194,0.02821911685168743
195,0.024309935048222542
196,0.02262064628303051
197,0.020696060732007027
198,0.02324833534657955
199,0.02322136051952839
200,0.02290361002087593
201,0.022301333025097847
202,0.02034183032810688
203,0.018325770273804665
204,0.017367132008075714
205,0.02046974189579487
206,0.016260342672467232
207,0.01900649070739746
208,0.01778743788599968
209,0.020715707913041115
210,0.020379342138767242
211,0.01953921653330326
212,0.01801711693406105
213,0.016991937533020973
214,0.02021881937980652
215,0.019476208835840225
216,0.021182509139180183
217,0.018532052636146545
218,0.01979590207338333
219,0.0166765209287405
220,0.023383891209959984
221,0.020446596667170525
222,0.021321289241313934
223,0.018938234075903893
224,0.020579662173986435
225,0.0239518154412508
226,0.02350897714495659
227,0.025458496063947678
228,0.023350225761532784
229,0.02473948709666729
230,0.02292758598923683
231,0.02628892846405506
232,0.018981540575623512
233,0.023536518216133118
234,0.02262212708592415
235,0.02497107908129692
236,0.025613674893975258
237,0.024056587368249893
238,0.023985987529158592
239,0.01954503357410431
240,0.02461632713675499
241,0.023646892979741096
242,0.02807094343006611
243,0.022249680012464523
244,0.02267162874341011
245,0.020983919501304626
246,0.018855717033147812
247,0.022776726633310318
248,0.020619770511984825
249,0.021861152723431587
250,0.019574685022234917
251,0.02250259555876255
252,0.017859643325209618
253,0.021289432421326637
254,0.019085045903921127
255,0.021074611693620682
256,0.022553469985723495
257,0.018434960395097733
258,0.02178085409104824
259,0.023067064583301544
260,0.025798190385103226
261,0.021424919366836548
262,0.023282725363969803
263,0.01884608343243599
264,0.019375070929527283
265,0.019726961851119995
266,0.024461330845952034
267,0.023933108896017075
268,0.02035687491297722
269,0.024446746334433556
270,0.018898263573646545
271,0.018824893981218338
272,0.017642930150032043
273,0.0191425159573555
274,0.017331335693597794
275,0.02216949872672558
276,0.018724679946899414
277,0.0194837786257267
278,0.020984837785363197
279,0.017572926357388496
280,0.020195141434669495
281,0.017483023926615715
282,0.017513524740934372
283,0.016395557671785355
284,0.01863069459795952
285,0.01661738194525242
286,0.020770970731973648
287,0.01558054331690073
288,0.017597340047359467
289,0.015382860787212849
290,0.014187203720211983
291,0.015166198834776878
292,0.01568795181810856
293,0.016920307651162148
294,0.014845860190689564
295,0.01709555834531784
296,0.01295352354645729
297,0.014236700721085072
298,0.013304810039699078
299,0.013397589325904846
300,0.013279729522764683
301,0.016838068142533302
302,0.013799580745398998
303,0.015281304717063904
304,0.01772344671189785
305,0.013555333949625492
306,0.01484671514481306
307,0.013996398076415062
308,0.01671983301639557
309,0.014008584432303905
310,0.01691204495728016
311,0.012902854941785336
312,0.015691976994276047
313,0.014899356290698051
314,0.013405694626271725
315,0.015507647767663002
