img_no,loss
0,0.019500141963362694
1,0.02287149243056774
2,0.02091759257018566
3,0.01867738366127014
4,0.02018469013273716
5,0.02050122059881687
6,0.01858648657798767
7,0.023426083847880363
8,0.020220549777150154
9,0.02093101479113102
10,0.02414117380976677
11,0.02136700600385666
12,0.02172281965613365
13,0.02072187513113022
14,0.02156217209994793
15,0.020030362531542778
16,0.02400708943605423
17,0.018983330577611923
18,0.022844703868031502
19,0.02064691297709942
20,0.02169889397919178
21,0.018593965098261833
22,0.022175541147589684
23,0.02120501548051834
24,0.020761795341968536
25,0.02173800580203533
26,0.018209906294941902
27,0.021224431693553925
28,0.020741278305649757
29,0.022904854267835617
30,0.018517840653657913
31,0.020324470475316048
32,0.018322020769119263
33,0.016742471605539322
34,0.017710676416754723
35,0.017726769670844078
36,0.019211534410715103
37,0.017084820196032524
38,0.019123805686831474
39,0.016960065811872482
40,0.02074018307030201
41,0.019164085388183594
42,0.019418498501181602
43,0.020299851894378662
44,0.019679997116327286
45,0.01989249885082245
46,0.017563408240675926
47,0.019342554733157158
48,0.016947612166404724
49,0.020493118092417717
50,0.017311645671725273
51,0.01840018481016159
52,0.01721140928566456
53,0.017973842099308968
54,0.017263323068618774
55,0.020326612517237663
56,0.02028859779238701
57,0.020006347447633743
58,0.02083550952374935
59,0.022203907370567322
60,0.023868391290307045
61,0.024558991193771362
62,0.023968849331140518
63,0.02086205780506134
64,0.024047043174505234
65,0.022679582238197327
66,0.02298562228679657
67,0.0231065284460783
68,0.02688690274953842
69,0.02973882667720318
70,0.023560013622045517
71,0.023166319355368614
72,0.020939836278557777
73,0.023555999621748924
74,0.020403899252414703
75,0.023137535899877548
76,0.01914132758975029
77,0.018819792196154594
78,0.019843490794301033
79,0.018687572330236435
80,0.01879802532494068
81,0.01874348521232605
82,0.01887647435069084
83,0.01643243059515953
84,0.021259689703583717
85,0.01852153055369854
86,0.022506847977638245
87,0.02071220614016056
88,0.02118057757616043
89,0.019705692306160927
90,0.022778494283556938
91,0.020851043984293938
92,0.021126242354512215
93,0.02509857900440693
94,0.02236972004175186
95,0.025067711248993874
96,0.022999059408903122
97,0.024925511330366135
98,0.020598022267222404
99,0.02337239310145378
100,0.021902555599808693
101,0.02377178892493248
102,0.01900959014892578
103,0.017868371680378914
104,0.020347192883491516
105,0.01909882016479969
106,0.020293327048420906
107,0.016644412651658058
108,0.020880747586488724
109,0.01659642718732357
110,0.019284600391983986
111,0.016796011477708817
112,0.01732685975730419
113,0.015317900106310844
114,0.0172436386346817
115,0.018515583127737045
116,0.014183009043335915
117,0.01698453165590763
118,0.015371553599834442
119,0.01616801507771015
120,0.012415491044521332
121,0.01575573720037937
122,0.017932120710611343
123,0.019277045503258705
124,0.01516812201589346
125,0.015193434432148933
126,0.01669025979936123
127,0.018175384029746056
128,0.019919103011488914
129,0.015487076714634895
130,0.017871422693133354
131,0.015800699591636658
132,0.01911153830587864
133,0.019116247072815895
134,0.02034962736070156
135,0.0176953487098217
136,0.01614048145711422
137,0.018304549157619476
138,0.01671290583908558
139,0.019999146461486816
140,0.019321687519550323
141,0.025068331509828568
142,0.017591161653399467
143,0.01971142739057541
144,0.01814863085746765
145,0.017435891553759575
146,0.016982141882181168
147,0.0174833033233881
148,0.01893048733472824
149,0.01701505109667778
150,0.018816273659467697
151,0.01584724150598049
152,0.020283790305256844
153,0.021523356437683105
154,0.02474631369113922
155,0.019086604937911034
156,0.02499065361917019
157,0.02370494045317173
158,0.02581956423819065
159,0.02824639342725277
160,0.025911230593919754
161,0.03196900710463524
162,0.03793345391750336
163,0.044184617698192596
164,0.02729036845266819
165,0.024579927325248718
166,0.02138788253068924
167,0.026743242517113686
168,0.02229754999279976
169,0.023403652012348175
170,0.023226410150527954
171,0.026190994307398796
172,0.02509395219385624
173,0.022815389558672905
174,0.025486424565315247
175,0.026335982605814934
176,0.02994193136692047
177,0.021550046280026436
178,0.021896280348300934
179,0.024424897506833076
180,0.021694481372833252
181,0.023066189140081406
182,0.022553667426109314
183,0.022496460005640984
184,0.020425396040081978
185,0.024369370192289352
186,0.02205713465809822
187,0.026719359681010246
188,0.02263924479484558
189,0.02430555410683155
190,0.021566124632954597
191,0.022074708715081215
192,0.024004759266972542
193,0.02404244989156723
194,0.029116876423358917
195,0.025795049965381622
196,0.023503640666604042
197,0.021530045196413994
198,0.023674024268984795
199,0.023816227912902832
200,0.024204060435295105
201,0.022745242342352867
202,0.02184469997882843
203,0.01965729333460331
204,0.019433699548244476
205,0.02105037122964859
206,0.017640339210629463
207,0.020486198365688324
208,0.01937580294907093
209,0.022315647453069687
210,0.021475227549672127
211,0.020751047879457474
212,0.018974144011735916
213,0.0185664314776659
214,0.021067682653665543
215,0.020376432687044144
216,0.02180791273713112
217,0.019958317279815674
218,0.020990855991840363
219,0.018798254430294037
220,0.024537628516554832
221,0.021585458889603615
222,0.022213317453861237
223,0.020151842385530472
224,0.021893465891480446
225,0.026197019964456558
226,0.02542300708591938
227,0.027315756306052208
228,0.02471029944717884
229,0.02593405731022358
230,0.023935332894325256
231,0.026741553097963333
232,0.020213035866618156
233,0.02477479726076126
234,0.023566585034132004
235,0.025421619415283203
236,0.026421690359711647
237,0.02660614810883999
238,0.025265607982873917
239,0.020678045228123665
240,0.025655250996351242
241,0.02450018748641014
242,0.02935815416276455
243,0.022959141060709953
244,0.023615187034010887
245,0.02266513928771019
246,0.020029138773679733
247,0.02386585623025894
248,0.021278098225593567
249,0.022968439385294914
250,0.02057613804936409
251,0.02405293472111225
252,0.01851232349872589
253,0.021960990503430367
254,0.01964697241783142
255,0.022654719650745392
256,0.022960785776376724
257,0.019684165716171265
258,0.022458994761109352
259,0.0241436418145895
260,0.026314713060855865
261,0.023086929693818092
262,0.024297447875142097
263,0.020281899720430374
264,0.021222833544015884
265,0.020819462835788727
266,0.02597622014582157
267,0.026113558560609818
268,0.021996665745973587
269,0.026838792487978935
270,0.02080107107758522
271,0.01977803371846676
272,0.018676310777664185
273,0.020301850512623787
274,0.018292231485247612
275,0.02322527952492237
276,0.02030295878648758
277,0.02076365053653717
278,0.02237139828503132
279,0.01935352012515068
280,0.021365530788898468
281,0.01850254274904728
282,0.018122505396604538
283,0.018346933647990227
284,0.020156988874077797
285,0.01831330731511116
286,0.021483398973941803
287,0.016796410083770752
288,0.019290121272206306
289,0.016807597130537033
290,0.015279066748917103
291,0.01651170663535595
292,0.017322974279522896
293,0.018369603902101517
294,0.016539545729756355
295,0.018166352063417435
296,0.014565033838152885
297,0.015535155311226845
298,0.014924127608537674
299,0.014544691890478134
300,0.01443177368491888
301,0.017548900097608566
302,0.014707625843584538
303,0.01660723239183426
304,0.018579905852675438
305,0.015095490030944347
306,0.015166097320616245
307,0.015477877110242844
308,0.017623968422412872
309,0.01528281532227993
310,0.017951615154743195
311,0.014189633540809155
312,0.016436712816357613
313,0.015328161418437958
314,0.01435165200382471
315,0.01617690548300743
316,0.01615966111421585
317,0.017572427168488503
318,0.014999480918049812
319,0.021162884309887886
320,0.01663910783827305
321,0.021066758781671524
322,0.018238360062241554
323,0.01714964210987091
324,0.016264015808701515
