img_no,outlier,anomaly_score
0,False,-0.0336063655821129
1,False,-0.03023501511490785
2,False,-0.03218891497528993
3,False,-0.03442912388420545
4,False,-0.03292181741273843
5,False,-0.03260528694665872
6,False,-0.03452002096748792
7,False,-0.02968042369759523
8,False,-0.03288595776832544
9,False,-0.03217549275434457
10,False,-0.028965333735708823
11,False,-0.031739501541618934
12,False,-0.03138368788934194
13,False,-0.032384632414345374
14,False,-0.03154433544552766
15,False,-0.033076145013932814
16,False,-0.029099418109421363
17,False,-0.03412317696786367
18,False,-0.03026180367744409
19,False,-0.032459594568376174
20,False,-0.03140761356628381
21,False,-0.03451254244721376
22,False,-0.03093096639788591
23,False,-0.03190149206495725
24,False,-0.032344712203507056
25,False,-0.03136850174344026
26,False,-0.03489660125053369
27,False,-0.03188207585192167
28,False,-0.032365229239825835
29,False,-0.030201653277639975
30,False,-0.03458866689181768
31,False,-0.032782037070159545
32,False,-0.03478448677635633
33,False,-0.03636403593993627
34,False,-0.03539583112872087
35,False,-0.035379737874631514
36,False,-0.03389497313476049
37,False,-0.03602168734944307
38,False,-0.03398270185864412
39,False,-0.03614644173360311
40,False,-0.03236632447517358
41,False,-0.033942422157292
42,False,-0.03368800904429399
43,False,-0.03280665565109693
44,False,-0.03342651042914831
45,False,-0.033214008694653144
46,False,-0.035543099304799666
47,False,-0.033763952812318435
48,False,-0.03615889537907087
49,False,-0.032613389453057876
50,False,-0.03579486187375032
51,False,-0.034706322735314
52,False,-0.035895098259811034
53,False,-0.035132665446166625
54,False,-0.03584318447685682
55,False,-0.03277989502823793
56,False,-0.032817909753088584
57,False,-0.03310016009784185
58,False,-0.03227099802172624
59,False,-0.03090260017490827
60,False,-0.029238116255168548
61,False,-0.02854751635170423
62,False,-0.029137658214335074
63,False,-0.03224444974041425
64,False,-0.02905946437097036
65,False,-0.030426925307278266
66,False,-0.030120885258679023
67,False,-0.029999979099397292
68,False,-0.02621960479593717
69,False,-0.023367680868272414
70,False,-0.029546493923430076
71,False,-0.02994018819010698
72,False,-0.032166671266917815
73,False,-0.029550507923726668
74,False,-0.03270260829306089
75,False,-0.029968971645598044
76,False,-0.0339651799557253
77,False,-0.034286715349321
78,False,-0.03326301675117456
79,False,-0.03441893521523916
80,False,-0.03430848222053491
81,False,-0.03436302233314954
82,False,-0.03423003319478475
83,False,-0.03667407695031606
84,False,-0.031846817841891875
85,False,-0.03458497699177705
86,False,-0.030599659567837348
87,False,-0.03239430140531503
88,False,-0.03192592996931516
89,False,-0.033400815239314666
90,False,-0.030328013261918654
91,False,-0.032255463561181655
92,False,-0.03198026519096338
93,False,-0.028007928541068663
94,False,-0.03073678750372373
95,False,-0.02803879629648172
96,False,-0.03010744813657247
97,False,-0.028180996215109458
98,False,-0.03250848527825319
99,False,-0.02973411444402181
100,False,-0.0312039519456669
101,False,-0.029334718620543113
102,False,-0.03409691739654981
103,False,-0.03523813586509668
104,False,-0.032759314661984076
105,False,-0.0340076873806759
106,False,-0.032813180497054686
107,False,-0.036462094893817534
108,False,-0.03222575995898687
109,False,-0.03651008035815202
110,False,-0.03382190715349161
111,False,-0.036310496067766776
112,False,-0.0357796477881714
113,False,-0.03778860743916475
114,False,-0.03586286891079389
115,False,-0.03459092441773855
116,False,-0.03892349850213968
117,False,-0.03612197588956796
118,False,-0.03773495394564115
119,False,-0.03693849246776544
120,False,-0.04069101650095426
121,False,-0.03735077034509622
122,False,-0.03517438683486425
123,False,-0.03382946204221689
124,False,-0.03793838552958213
125,False,-0.03791307311332666
126,False,-0.036416247746114364
127,False,-0.03493112351572954
128,False,-0.03318740453398668
129,False,-0.0376194308308407
130,False,-0.03523508485234224
131,False,-0.037305807953838935
132,False,-0.03399496923959695
133,False,-0.0339902604726597
134,False,-0.03275688018477403
135,False,-0.03541115883565389
136,False,-0.03696602608836137
137,False,-0.034801958387856116
138,False,-0.036393601706390014
139,False,-0.033107361083988776
140,False,-0.03378482002592527
141,False,-0.028038176035647025
142,False,-0.035515345892076125
143,False,-0.033395080154900184
144,False,-0.03495787668800794
145,False,-0.03567061599171602
146,False,-0.036124365663294425
147,False,-0.03562320422208749
148,False,-0.03417602021074735
149,False,-0.03609145644879781
150,False,-0.034290233886007895
151,False,-0.0372592660394951
152,False,-0.03282271724021875
153,False,-0.03158315110779249
154,False,-0.02836019385433637
155,False,-0.03401990260756456
