epochs,loss,validation_loss
0,0.1977137788740638,0.1030593057541542
1,0.0931883312323514,0.0843411481611804
2,0.0785623817515918,0.0721002687194031
3,0.0709351399219503,0.0697343280054118
4,0.0649409328508221,0.0631815459596239
5,0.0607389879772086,0.0586338192224502
6,0.0568647354110783,0.0566581508068189
7,0.0539914433619165,0.0566028500460598
8,0.051337031732782,0.0511443958060654
9,0.0493541050434502,0.051965835789159
10,0.0474551058283039,0.0480205881064885
11,0.045904074287882,0.0467896553513394
12,0.0446597932016148,0.0449788171849022
13,0.0433187123363703,0.0487744356909571
14,0.0421698140114351,0.0431812194486459
15,0.0409818062449202,0.0414931702525376
16,0.0398852042561652,0.0416652512264578
17,0.0388855328625128,0.0412902269835613
18,0.038047718943334,0.0403799082930773
19,0.0370702818109124,0.0390092766924535
20,0.0362997606981034,0.0373147132223871
21,0.0355899910521663,0.0380619311679715
22,0.0348009140930729,0.0357770624413201
23,0.0342317584025509,0.0354965223280126
24,0.0336978088309562,0.0348667223601852
25,0.0330814690371744,0.0340906825750113
26,0.0325785869428145,0.0421420665602433
27,0.0321363754059169,0.0329146508263534
28,0.0315880205847469,0.0349344850675156
29,0.0311506564710654,0.0336597837575766
30,0.0307291113448883,0.0346874158880482
31,0.030363696847671,0.0325362965651707
32,0.0299355375903104,0.0313629817013462
33,0.0294925806763904,0.0329912833648321
34,0.0292927399326383,0.0333817816216107
35,0.0287765441961537,0.0293311924847974
36,0.0284013197872958,0.0291810750910272
37,0.0280663070019358,0.0287323051459713
38,0.0277708391397217,0.0285515448240112
39,0.0275280507683169,0.0283720123169084
40,0.0273409992748615,0.0301175731315052
41,0.0269731480189982,0.0272693495653127
42,0.0267179049308003,0.0271643287157767
43,0.0264217080341445,0.0271985572869102
44,0.0261934062867772,0.027036074634012
45,0.0259011296129304,0.0285408155626902
46,0.0257053179946405,0.0288031282813445
47,0.0254634128213902,0.0260961426838756
48,0.0252234757628316,0.0303757917221006
49,0.025040900461327,0.0333139473257679
50,0.024890967266134965,0.02577003701398634
51,0.024678295502573055,0.0256127351682344
52,0.024521249009211078,0.026911551353934148
53,0.0241831056164955,0.027799995411952882
54,0.02406800942483291,0.024459449098058486
55,0.02388572069554547,0.024275429215129107
56,0.023760607492884778,0.02468457759345231
57,0.02352674403319172,0.025442688551531534
58,0.023402984834769193,0.024162030051628203
59,0.023290253832351927,0.0330637761361931
60,0.023165174578529558,0.02393959761176207
61,0.0229422620260248,0.024894483931804903
62,0.022789137881078753,0.02433072451553116
63,0.02263583981133754,0.02352024797673367
64,0.022392063751037604,0.024217310357311544
65,0.022495300551645118,0.02509119570017133
66,0.022318653582163107,0.023519917863280806
67,0.022202221379657976,0.027332814742032797
68,0.022117656637348382,0.024760584206613777
69,0.02192401436273179,0.022983189918883314
70,0.021913407964546695,0.023299512262009596
71,0.021796967985193715,0.02328179959530972
72,0.021565957618207714,0.022191284445526937
73,0.021475585886076384,0.021888012313135138
74,0.02136934667192643,0.022998451676270733
75,0.021435895352776534,0.022984668153197798
76,0.02116934164043735,0.022180149535814375
77,0.021139791469071426,0.023488271122449608
78,0.021002659824938555,0.022632221976235576
79,0.02090523211297646,0.022195508822662646
80,0.020800049052713744,0.02177888124364696
81,0.020776434162375974,0.02249231601992971
82,0.020662329996041222,0.021612493210731575
83,0.020592479312828944,0.021385935964445546
84,0.02058061396130939,0.021423013957395945
85,0.02037506524254294,0.021238917280754
86,0.020359489042920613,0.02142106210940505
87,0.020257688973561613,0.021224640190737432
88,0.020206813264662535,0.02579377597563615
89,0.020085251068367678,0.02045176316001644
90,0.01995382650931871,0.02064680092921268
91,0.019963087668654577,0.02035260328929446
92,0.019828345952859892,0.020638463721019493
93,0.019800668990154282,0.055606622163835724
94,0.020222249784159894,0.02207032375071691
95,0.019532549130468587,0.025509380008259863
96,0.019558553045822515,0.02035559695979504
97,0.019412432228720265,0.020818042139348375
98,0.01932032856164999,0.02153153649476021
99,0.019289270068938824,0.019729286934074747
