img_no,loss
0,0.021713944151997566
1,0.02457798272371292
2,0.022594884037971497
3,0.02115488052368164
4,0.021878061816096306
5,0.022917767986655235
6,0.02071724459528923
7,0.025195304304361343
8,0.02266383171081543
9,0.02330845408141613
10,0.026908572763204575
11,0.023394016548991203
12,0.02474660612642765
13,0.02277546375989914
14,0.023855211213231087
15,0.022578943520784378
16,0.02729005366563797
17,0.02135150507092476
18,0.025187471881508827
19,0.023029224947094917
20,0.02368577942252159
21,0.020571397617459297
22,0.02471853792667389
23,0.02358081005513668
24,0.02291630581021309
25,0.0243767648935318
26,0.020790252834558487
27,0.02387937717139721
28,0.023357436060905457
29,0.02515081688761711
30,0.021504007279872894
31,0.022793469950556755
32,0.020019100978970528
33,0.018365493044257164
34,0.02016250416636467
35,0.019845018163323402
36,0.02134620025753975
37,0.018877271562814713
38,0.021477002650499344
39,0.018457746133208275
40,0.022978005930781364
41,0.02102084644138813
42,0.021124668419361115
43,0.02198995091021061
44,0.021511347964406013
45,0.02154732495546341
46,0.019441548734903336
47,0.021671153604984283
48,0.019056566059589386
49,0.022291284054517746
50,0.0193182323127985
51,0.019927578046917915
52,0.019117707386612892
53,0.019885007292032242
54,0.019308822229504585
55,0.022728387266397476
56,0.023295562714338303
57,0.022365568205714226
58,0.023889420554041862
59,0.02452184446156025
60,0.026537485420703888
61,0.027084369212388992
62,0.026378870010375977
63,0.023010676726698875
64,0.026409965008497238
65,0.0249155443161726
66,0.025472695007920265
67,0.024871479719877243
68,0.030580127611756325
69,0.03286423534154892
70,0.025448214262723923
71,0.0250187236815691
72,0.0228767991065979
73,0.02583991549909115
74,0.02261696383357048
75,0.025068413466215134
76,0.02130422554910183
77,0.020517269149422646
78,0.021929439157247543
79,0.020707769319415092
80,0.020434793084859848
81,0.020303381606936455
82,0.021343326196074486
83,0.01884104311466217
84,0.024013129994273186
85,0.02069614641368389
86,0.025085756555199623
87,0.022908231243491173
88,0.023644044995307922
89,0.02179434522986412
90,0.025188984349370003
91,0.022466393187642097
92,0.023756245151162148
93,0.027700424194335938
94,0.024594999849796295
95,0.026516659185290337
96,0.02580496296286583
97,0.02773956023156643
98,0.023381255567073822
99,0.02583254873752594
100,0.02418471686542034
101,0.026245171204209328
102,0.021649200469255447
103,0.02009682171046734
104,0.022739915177226067
105,0.021246694028377533
106,0.022522056475281715
107,0.018276531249284744
108,0.02287982404232025
109,0.018627336248755455
110,0.020713815465569496
111,0.019098645076155663
112,0.019159426912665367
113,0.017138035967946053
114,0.019556576386094093
115,0.020707525312900543
116,0.01645360141992569
117,0.019095709547400475
118,0.01762590929865837
119,0.01769500970840454
120,0.014724603854119778
121,0.017455292865633965
122,0.0204306673258543
123,0.020757077261805534
124,0.017621507868170738
125,0.016842717304825783
126,0.018330469727516174
127,0.01960144005715847
128,0.02205009013414383
129,0.017367947846651077
130,0.02025941014289856
131,0.01778787188231945
132,0.021085038781166077
133,0.021044723689556122
134,0.02284456044435501
135,0.01975461095571518
136,0.01850057579576969
137,0.020930787548422813
138,0.018908485770225525
139,0.022352125495672226
140,0.020840471610426903
141,0.026854807510972023
142,0.019063398241996765
143,0.021211380138993263
144,0.019531792029738426
145,0.018737182021141052
146,0.018763920292258263
147,0.018917718902230263
148,0.020575053989887238
149,0.01851961575448513
150,0.020628174766898155
151,0.017394712194800377
152,0.022419294342398643
153,0.02329426072537899
154,0.026393847540020943
155,0.020651567727327347
156,0.02714809589087963
157,0.025784382596611977
158,0.027959687635302544
159,0.030171554535627365
160,0.02846217155456543
161,0.03449244052171707
162,0.03997988998889923
163,0.04736810922622681
164,0.030228495597839355
165,0.027213959023356438
166,0.02358590066432953
167,0.02910085767507553
168,0.024779217317700386
169,0.024785339832305908
170,0.02573595568537712
171,0.02775648795068264
172,0.027294520288705826
173,0.02477078139781952
174,0.027862943708896637
175,0.027773542329669
176,0.032306790351867676
177,0.0238585714250803
178,0.024111831560730934
179,0.027158835902810097
180,0.024164928123354912
181,0.025514064356684685
182,0.025303486734628677
183,0.02548087015748024
184,0.02312866598367691
185,0.027193065732717514
186,0.02497488632798195
187,0.029864763841032982
188,0.024794064462184906
189,0.027244267985224724
190,0.02478964254260063
191,0.024339258670806885
192,0.026640627533197403
193,0.026675177738070488
194,0.03199471905827522
195,0.028436196967959404
196,0.02573874033987522
197,0.023123174905776978
198,0.026218289509415627
199,0.025981049984693527
200,0.026468316093087196
201,0.025504183024168015
202,0.024134472012519836
203,0.021914364770054817
204,0.022520393133163452
205,0.023569604381918907
206,0.02027766779065132
207,0.02214876189827919
208,0.021241502836346626
209,0.0244231428951025
210,0.023460540920495987
211,0.022979309782385826
212,0.021566085517406464
213,0.02035706490278244
214,0.023412572219967842
215,0.022653771564364433
216,0.024002129212021828
217,0.022075654938817024
218,0.023622730746865273
219,0.020664043724536896
220,0.02688368782401085
221,0.023867135867476463
222,0.025359975174069405
223,0.022112270817160606
224,0.02441990189254284
225,0.028477180749177933
226,0.028157779946923256
227,0.029821712523698807
228,0.027259929105639458
229,0.028487591072916985
230,0.02750837802886963
231,0.029171502217650414
232,0.023502033203840256
233,0.027590207755565643
234,0.026490654796361923
235,0.028458353132009506
236,0.029914600774645805
237,0.028809530660510063
238,0.028365693986415863
239,0.022829243913292885
240,0.028316555544734
241,0.025980085134506226
242,0.03224971890449524
243,0.024855157360434532
244,0.026395520195364952
245,0.02444366365671158
246,0.02137547917664051
247,0.025974245741963387
248,0.02338792383670807
249,0.024859651923179626
250,0.022599978372454643
251,0.025634901598095894
252,0.02017388492822647
253,0.024004735052585602
254,0.021483028307557106
