epochs,loss,validation_loss
0,0.2016613264489018,0.09906446977973529
1,0.09120809632578707,0.08621091303760059
2,0.07874363517157393,0.07343466222694475
3,0.07142705023775693,0.0681768035745784
4,0.06663285879527821,0.06416217356784158
5,0.062119161561618445,0.06034132055768139
6,0.057658116568147746,0.06517842656945529
7,0.054846322239419217,0.05952801965347164
8,0.05247108220956684,0.051942491504155336
9,0.0503189688171047,0.054409805838375874
10,0.04841208737465291,0.049252482717984346
11,0.0467853634234737,0.0471423684223874
12,0.04532679362234726,0.046490991088353334
13,0.04390980447916423,0.047761537576919276
14,0.04284517712452832,0.04452030030695815
15,0.0416502167294228,0.04234937505294743
16,0.040646315855430624,0.04126848678474557
17,0.03997201776874611,0.04093181773952153
18,0.038905535343717906,0.045018170199029525
19,0.03819636030767868,0.03931762502618032
20,0.03748867935653216,0.038555654267606126
21,0.036618176421601006,0.03831093731127917
22,0.036092869160709036,0.038048568228472315
23,0.03538371364957367,0.037177683394317214
24,0.03492288221087721,0.038431706868078064
25,0.03430567768956321,0.03585654359361897
26,0.03356264427401661,0.034732744514465876
27,0.03324327473011282,0.03513361837663879
28,0.03255343694799866,0.03849409889753006
29,0.03231876443073251,0.035952893413229076
30,0.03178028406124878,0.034881410780086365
31,0.03146485574543476,0.03372691313153533
32,0.030960405155334596,0.03208295409844074
33,0.03043592869504994,0.035216764636235694
34,0.030289797027126638,0.03294735110989989
35,0.029859034113245073,0.03278616354822024
36,0.029489563736650678,0.031181458086115586
37,0.02931169963204393,0.030167246798742307
38,0.029018705820336062,0.030040959244993722
39,0.02855583667219464,0.031719366726401736
40,0.02829459461998316,0.029744686422758994
41,0.028185110483196826,0.029576558713295144
42,0.02800001106377131,0.029006061029352555
43,0.02764776507331655,0.03166008826566341
44,0.027404611711116397,0.028450713871412625
45,0.027093709530491453,0.02953042263445789
46,0.026827305433602115,0.028466607380199106
47,0.026623194898460427,0.02805950459450075
48,0.02651116431392486,0.027365539877858336
49,0.02621526509961661,0.028970825371064553
50,0.026032774067587323,0.02727145540897977
51,0.02581270537491328,0.02808254752223078
52,0.02570107268790404,0.02705150682768321
53,0.025502555067437926,0.029272932278579227
54,0.025402919395394574,0.02632871500671454
55,0.025149155471449584,0.026095855411261182
56,0.025053940323832766,0.026222782787871143
57,0.02472791899166076,0.02919060200214658
58,0.024800852978346395,0.025898696301870694
59,0.02450865942716988,0.02589801629180233
60,0.024342918464171342,0.025690474007363732
61,0.024211215868202688,0.02606658208009587
62,0.024037115930829172,0.02539097150302913
63,0.023908922222315096,0.030390598926029792
64,0.023864328138091986,0.02509818027076656
65,0.02364800789338701,0.02507035716619666
66,0.023527420874612005,0.024800902615263038
67,0.02340893686499471,0.024839960251292682
68,0.02323772092562875,0.02432777357530104
69,0.02319931846623327,0.025968229185500645
70,0.023027694483403287,0.024233046408793698
71,0.022908546459051517,0.029763164806719783
72,0.02279661524724337,0.02498464472591877
73,0.022610535489675267,0.023780715588020952
74,0.022616103746824795,0.02611113161052743
75,0.02243390174619123,0.023463862705720612
76,0.022271456506127624,0.023388014834153054
77,0.022262934368907236,0.023732798556758933
78,0.022129766367911512,0.02337368323412388
79,0.02200317261070987,0.023028197064655555
80,0.02195326867543794,0.024136274296058913
81,0.021851611517223656,0.023911160370122354
82,0.021791796018582544,0.022714899963439873
83,0.021702383855491683,0.023478110214550745
84,0.02161201170700438,0.029951837339085532
85,0.021563378202856757,0.022985538978078594
86,0.02131091124725108,0.02244081667126858
87,0.021243773352086933,0.022307000390879097
88,0.02121889236705755,0.023235636061593276
89,0.02113453923584589,0.024488370159649414
90,0.021088871849226018,0.023055219572020447
91,0.02096736492966515,0.02185984666046759
92,0.020920725398106514,0.022372060553192005
93,0.020742780539919348,0.022124288016802645
94,0.02070798776995123,0.021700381203533306
95,0.02060108187857991,0.021957081950962815
96,0.020503610635505005,0.023069524142431887
97,0.02055554423310788,0.022390686043593438
98,0.020400699135524773,0.021944017834178934
99,0.02026691212763194,0.02170760533240832
