img_no,outlier,anomaly_score
0,False,-0.033937582979470665
1,False,-0.030579123879343445
2,False,-0.032437134767443115
3,False,-0.03482684702661651
4,False,-0.033611722523838455
5,False,-0.033359809080630715
6,False,-0.03532112785664218
7,False,-0.030348835746318276
8,False,-0.033206010470658714
9,False,-0.03243086696651595
10,False,-0.029230728978783066
11,False,-0.03278345638003963
12,False,-0.0317526983567776
13,False,-0.032796392450601036
14,False,-0.03192362771418708
15,False,-0.033461701358229096
16,False,-0.02915157028523105
17,False,-0.03439252288129943
18,False,-0.03068303712692874
19,False,-0.032400733093291695
20,False,-0.032363068545729096
21,False,-0.035324022407204086
22,False,-0.03163276822355407
23,False,-0.03257347666707652
24,False,-0.033614674816399986
25,False,-0.031586347381144936
26,False,-0.035641987110048706
27,False,-0.032082937891155655
28,False,-0.03352982387927192
29,False,-0.03081577108290809
30,False,-0.03519278042998927
31,False,-0.03335023135927337
32,False,-0.0356736017861666
33,False,-0.037090996513635094
34,False,-0.03613648400691169
35,False,-0.0359540826180281
36,False,-0.0344865678348841
37,False,-0.036974013085037644
38,False,-0.03474537492778915
39,False,-0.036611069227129395
40,False,-0.03245941200342792
41,False,-0.03448919416454452
42,False,-0.03427535318818706
43,False,-0.034171432490021164
44,False,-0.03428208851304668
45,False,-0.034098865697652275
46,False,-0.036452694098025734
47,False,-0.034050815040737564
48,False,-0.03738709935036319
49,False,-0.03329611406710761
50,False,-0.03661066317048686
51,False,-0.035449169809490616
52,False,-0.03639617213097232
53,False,-0.03576570027557033
54,False,-0.03647524886813777
55,False,-0.03340247296777385
56,False,-0.03332310379531997
57,False,-0.03401505784180778
58,False,-0.032679558033615524
59,False,-0.031024009222656662
60,False,-0.028754927451282913
61,False,-0.028831482166916306
62,False,-0.02940617525067943
63,False,-0.032586163143187935
64,False,-0.029308146099120552
65,False,-0.03065835707870143
66,False,-0.03039607987788337
67,False,-0.030927535379797394
68,False,-0.026807200396925385
69,False,-0.023023380199939186
70,False,-0.03025494539228099
71,False,-0.03058845945683139
72,False,-0.032962277764946396
73,False,-0.02994150877979415
74,False,-0.033640185604363854
75,False,-0.03122456208851951
76,False,-0.03456630394843238
77,False,-0.03523624525454658
78,False,-0.03429288067904132
79,False,-0.035019209841758187
80,False,-0.035112435231477196
81,False,-0.03485396527734416
82,False,-0.034627327928811485
83,False,-0.037145804847151215
84,False,-0.03151728422430175
85,False,-0.0351219999143185
86,False,-0.030818658182889397
87,False,-0.033207269618779595
88,False,-0.03241721564021724
89,False,-0.03359173447874206
90,False,-0.03104920336094516
91,False,-0.03328408510473388
92,False,-0.031671632314592774
93,False,-0.028231790522605354
94,False,-0.03201680281248706
95,False,-0.028993055457741196
96,False,-0.03036485821989196
97,False,-0.027805032441884453
98,False,-0.03290070244160312
99,False,-0.029584596166879112
100,False,-0.031822789693743164
101,False,-0.02976601407912391
102,False,-0.03445304953542369
103,False,-0.0358138477900328
104,False,-0.033381119603783066
105,False,-0.03457822487738746
106,False,-0.0332388693937363
107,False,-0.03744696849074977
108,False,-0.032706221798926766
109,False,-0.037276279414564545
110,False,-0.03472940088298934
111,False,-0.037198553095132286
112,False,-0.03658776194837707
113,False,-0.03847814747181552
114,False,-0.03660585382071155
115,False,-0.035454770783454354
116,False,-0.040189796360701496
117,False,-0.036730064312488014
118,False,-0.038641289109856064
119,False,-0.0380192326852383
120,False,-0.041555700125664646
121,False,-0.03825729363647121
122,False,-0.035981150577336724
123,False,-0.03421244234827178
124,False,-0.03894776315477508
125,False,-0.038739061216384346
126,False,-0.03718061954763549
127,False,-0.03593488060918468
128,False,-0.0339109750935139
129,False,-0.038603039691716606
130,False,-0.03591498383370059
131,False,-0.03850529925015586
132,False,-0.034643508727222855
133,False,-0.03516229451683181
134,False,-0.033290704945594246
135,False,-0.03643512190368789
136,False,-0.03807819658008235
137,False,-0.03491584979978221
138,False,-0.037229536334544594
139,False,-0.03351532132414001
140,False,-0.03477203683045524
141,False,-0.02843147725847381
142,False,-0.03661016770687717
143,False,-0.03448778041687625
144,False,-0.036374896998077805
145,False,-0.0364835432269873
146,False,-0.036810912425190384
147,False,-0.03650330216673034
148,False,-0.03491677925971168
149,False,-0.03699896321681159
150,False,-0.03515658550944942
151,False,-0.038112873444825585
152,False,-0.03296307311442512
153,False,-0.03247498185423034
154,False,-0.028643140802651818
155,False,-0.03476418578115123
156,False,-0.028510783100992615
157,False,-0.029864458600551064
158,False,-0.02768369973686355
159,False,-0.02556594670799392
160,False,-0.027429830516249115
161,False,-0.021549774567157204
162,False,-0.015547374496728356
163,False,-0.008329129079848702
164,False,-0.026318140561253006
165,False,-0.028494946891933853
166,False,-0.032275898615390236
167,False,-0.027066836366921837
168,False,-0.030903671170145447
169,False,-0.03045909688857215
170,False,-0.030921010533839638
171,False,-0.028224308277040894
172,False,-0.028182449052602226
173,False,-0.030833939323693688
174,False,-0.027728205780059273
175,False,-0.026774594793588097
176,False,-0.023558935383826668
177,False,-0.0316721706190409
178,False,-0.03131038718906062
179,False,-0.02921819710221904
180,False,-0.03224927210298198
181,False,-0.030701555545002396
182,False,-0.03134386078503745
183,False,-0.030786790187031204
184,False,-0.033990551019579346
185,False,-0.02892019436743873
186,False,-0.031441318104535515
187,False,-0.026045207167536194
188,False,-0.03126852610197681
189,False,-0.02879385859754699
190,False,-0.03229684778538364
191,False,-0.03189846337822097
192,False,-0.029975146288544113
193,False,-0.029143231222897942
194,False,-0.02402238384869712
195,False,-0.028085565427810127
196,False,-0.030362649122744972
